gid,crop,activity,start_time,end_time
2629.0,Teff,flowering,2020-09-10,2020-10-10
2629.0,Teff,harvesting,2020-11-29,2020-12-09
2629.0,Teff,planting,2020-07-12,2020-09-05
2629.0,Teff,prep,2020-03-24,2020-07-07
2629.0,Teff,tasseling,2020-10-15,2020-10-25
2630.0,Sorghum,flowering,2020-09-20,2020-10-06
2630.0,Sorghum,harvesting,2020-12-23,2020-12-31
2630.0,Sorghum,planting,2020-05-22,2020-06-18
2630.0,Sorghum,prep,2020-04-07,2020-05-09
2630.0,Sorghum,tasseling,2020-10-24,2020-11-05
2630.0,Teff,flowering,2020-09-09,2020-10-04
2630.0,Teff,harvesting,2020-10-28,2020-12-23
2630.0,Teff,planting,2020-07-13,2020-08-10
2630.0,Teff,prep,2020-04-10,2020-07-02
2630.0,Teff,tasseling,2020-10-13,2020-10-20
2631.0,Sorghum,flowering,2020-08-18,2020-09-05
2631.0,Sorghum,harvesting,2020-11-21,2020-12-09
2631.0,Sorghum,planting,2020-05-09,2020-06-07
2631.0,Sorghum,prep,2020-04-09,2020-05-08
2631.0,Sorghum,tasseling,2020-10-10,2020-10-25
2631.0,Teff,flowering,2020-09-10,2020-09-30
2631.0,Teff,harvesting,2020-10-31,2020-12-09
2631.0,Teff,planting,2020-07-13,2020-08-06
2631.0,Teff,prep,2020-04-09,2020-07-12
2631.0,Teff,tasseling,2020-10-15,2020-10-30
2632.0,Teff,flowering,2020-09-10,2020-10-10
2632.0,Teff,harvesting,2020-10-20,2020-12-31
2632.0,Teff,planting,2020-07-12,2020-08-06
2632.0,Teff,prep,2020-03-17,2020-07-12
2632.0,Teff,tasseling,2020-10-05,2020-11-09
2632.0,Wheat/Barley,flowering,2020-08-11,2020-09-05
2632.0,Wheat/Barley,harvesting,2020-10-20,2020-11-24
2632.0,Wheat/Barley,planting,2020-06-22,2020-07-02
2632.0,Wheat/Barley,prep,2020-03-24,2020-06-17
2632.0,Wheat/Barley,tasseling,2020-09-27,2020-10-10
2633.0,Sorghum,flowering,2020-08-21,2020-09-05
2633.0,Sorghum,harvesting,2020-12-09,2020-11-24
2633.0,Sorghum,planting,2020-04-24,2020-05-23
2633.0,Sorghum,prep,2020-03-24,2020-04-23
2633.0,Sorghum,tasseling,2020-10-11,2020-11-24
2633.0,Teff,flowering,2020-09-06,2020-10-05
2633.0,Teff,harvesting,2020-10-26,2020-12-31
2633.0,Teff,planting,2020-07-12,2020-08-06
2633.0,Teff,prep,2020-04-09,2020-07-07
2633.0,Teff,tasseling,2020-10-06,2020-10-25
2634.0,Sorghum,flowering,2020-08-07,2020-10-10
2634.0,Sorghum,harvesting,2020-12-10,2020-12-31
2634.0,Sorghum,planting,2020-04-09,2020-07-07
2634.0,Sorghum,prep,2020-03-10,2020-04-08
2634.0,Sorghum,tasseling,2020-10-11,2020-11-09
2634.0,Teff,flowering,2020-10-10,2020-09-11
2634.0,Teff,harvesting,2020-11-10,2020-12-31
2634.0,Teff,planting,2020-07-12,2020-09-11
2634.0,Teff,prep,2020-04-09,2020-07-10
2634.0,Teff,tasseling,2020-10-11,2020-11-09
2636.0,Sorghum,flowering,2020-08-21,2020-09-27
2636.0,Sorghum,harvesting,2020-11-04,2020-12-31
2636.0,Sorghum,planting,2020-05-09,2020-06-24
2636.0,Sorghum,prep,2020-03-10,2020-04-08
2636.0,Sorghum,tasseling,2020-10-11,2020-11-09
2636.0,Teff,flowering,2020-09-05,2020-09-27
2636.0,Teff,harvesting,2020-10-30,2020-12-24
2636.0,Teff,planting,2020-07-12,2020-08-11
2636.0,Teff,prep,2020-04-23,2020-07-07
2636.0,Teff,tasseling,2020-10-05,2020-10-20
2637.0,Sorghum,flowering,2020-08-07,2020-09-25
2637.0,Sorghum,harvesting,2020-11-24,2020-12-24
2637.0,Sorghum,planting,2020-04-24,2020-06-22
2637.0,Sorghum,prep,2020-03-24,2020-04-23
2637.0,Sorghum,tasseling,2020-09-26,2020-11-21
2637.0,Teff,flowering,2020-09-06,2020-10-10
2637.0,Teff,harvesting,2020-10-26,2020-12-09
2637.0,Teff,planting,2020-07-12,2020-08-06
2637.0,Teff,prep,2020-04-23,2020-07-07
2637.0,Teff,tasseling,2020-10-11,2020-10-25
2641.0,Teff,flowering,2020-09-10,2020-10-08
2641.0,Teff,harvesting,2020-12-08,2020-12-31
2641.0,Teff,planting,2020-07-23,2020-08-10
2641.0,Teff,prep,2020-04-09,2020-07-08
2641.0,Teff,tasseling,2020-10-10,2020-11-15
2641.0,Wheat/Barley,flowering,2020-10-07,2020-10-27
2641.0,Wheat/Barley,harvesting,2020-12-20,2020-12-31
2641.0,Wheat/Barley,planting,2020-07-20,2020-08-25
2641.0,Wheat/Barley,prep,2020-06-08,2020-07-18
2641.0,Wheat/Barley,tasseling,2020-11-23,2020-12-20
2642.0,Teff,flowering,2020-08-26,2020-10-30
2642.0,Teff,harvesting,2020-11-10,2020-12-31
2642.0,Teff,planting,2020-07-17,2020-08-11
2642.0,Teff,prep,2020-04-13,2020-07-12
2642.0,Teff,tasseling,2020-09-25,2020-12-09
2642.0,Wheat,flowering,2020-09-11,2020-11-09
2642.0,Wheat,harvesting,2020-11-10,2020-12-31
2642.0,Wheat,planting,2020-07-17,2020-08-10
2642.0,Wheat,prep,2020-04-13,2020-06-12
2642.0,Wheat,tasseling,2020-09-26,2020-11-24
2643.0,Teff,flowering,2020-10-05,2020-11-09
2643.0,Teff,harvesting,2020-12-24,2020-12-31
2643.0,Teff,planting,2020-07-27,2020-08-11
2643.0,Teff,prep,2020-04-09,2020-07-17
2643.0,Teff,tasseling,2020-11-19,2020-12-09
2643.0,Wheat,flowering,2020-10-05,2020-11-09
2643.0,Wheat,harvesting,2020-12-14,2020-12-29
2643.0,Wheat,planting,2020-07-20,2020-08-06
2643.0,Wheat,prep,2020-04-09,2020-07-07
2643.0,Wheat,tasseling,2020-11-04,2020-11-29
2644.0,Teff,flowering,2020-10-10,2020-11-04
2644.0,Teff,harvesting,2020-12-28,2020-12-31
2644.0,Teff,planting,2020-07-22,2020-08-06
2644.0,Teff,prep,2020-03-29,2020-07-19
2644.0,Teff,tasseling,2020-10-30,2020-11-18
2644.0,Wheat,flowering,2020-10-10,2020-11-14
2644.0,Wheat,harvesting,2020-12-24,2020-12-31
2644.0,Wheat,planting,2020-07-17,2020-08-11
2644.0,Wheat,prep,2020-04-18,2020-07-06
2644.0,Wheat,tasseling,2020-11-13,2020-12-09
2646.0,Teff,flowering,2020-09-22,2020-10-22
2646.0,Teff,harvesting,2020-12-24,2020-12-31
2646.0,Teff,planting,2020-07-20,2020-08-13
2646.0,Teff,prep,2020-04-09,2020-07-17
2646.0,Teff,tasseling,2020-11-19,2020-12-17
2646.0,Wheat/Barley,flowering,2020-09-19,2020-10-10
2646.0,Wheat/Barley,harvesting,2020-11-22,2020-12-18
2646.0,Wheat/Barley,planting,2020-07-15,2020-08-17
2646.0,Wheat/Barley,prep,2020-05-08,2020-07-11
2646.0,Wheat/Barley,tasseling,2020-10-15,2020-11-10
2647.0,Sorghum,flowering,2020-09-11,2020-10-10
2647.0,Sorghum,harvesting,2020-12-09,2020-12-19
2647.0,Sorghum,planting,2020-04-09,2020-05-20
2647.0,Sorghum,prep,2020-05-10,2020-04-08
2647.0,Sorghum,tasseling,2020-10-01,2020-11-29
2647.0,Teff,flowering,2020-09-15,2020-10-15
2647.0,Teff,harvesting,2020-12-10,2020-12-31
2647.0,Teff,planting,2020-07-12,2020-08-11
2647.0,Teff,prep,2020-03-10,2020-07-07
2647.0,Teff,tasseling,2020-11-21,2020-12-09
2647.0,Wheat/Barley,flowering,2020-09-11,2020-10-10
2647.0,Wheat/Barley,harvesting,2020-11-14,2020-12-21
2647.0,Wheat/Barley,planting,2020-07-12,2020-07-19
2647.0,Wheat/Barley,prep,2020-03-10,2020-07-07
2647.0,Wheat/Barley,tasseling,2020-10-15,2020-11-09
2648.0,Sorghum,flowering,2020-08-21,2020-09-05
2648.0,Sorghum,harvesting,2020-12-10,2020-12-31
2648.0,Sorghum,planting,2020-05-09,2020-06-07
2648.0,Sorghum,prep,2020-03-10,2020-04-23
2648.0,Sorghum,tasseling,2020-09-25,2020-11-21
2648.0,Teff,flowering,2020-11-06,2020-09-26
2648.0,Teff,harvesting,2020-11-24,2020-12-31
2648.0,Teff,planting,2020-07-12,2020-08-01
2648.0,Teff,prep,2020-03-10,2020-06-07
2648.0,Teff,tasseling,2020-10-06,2020-10-25
2648.0,Wheat/Barley,flowering,2020-09-11,2020-09-25
2648.0,Wheat/Barley,harvesting,2020-10-30,2020-11-09
2648.0,Wheat/Barley,planting,2020-07-12,2020-07-22
2648.0,Wheat/Barley,prep,2020-03-10,2020-06-07
2648.0,Wheat/Barley,tasseling,2020-10-10,2020-10-25
2649.0,Teff,flowering,2020-09-11,2020-10-24
2649.0,Teff,harvesting,2020-12-10,2020-12-31
2649.0,Teff,planting,2020-07-13,2020-08-11
2649.0,Teff,prep,2020-03-30,2020-07-12
2649.0,Teff,tasseling,2020-11-08,2020-11-24
2649.0,Wheat/Barley,flowering,2020-09-11,2020-09-25
2649.0,Wheat/Barley,harvesting,2020-10-26,2020-11-24
2649.0,Wheat/Barley,planting,2020-07-08,2020-08-11
2649.0,Wheat/Barley,prep,2020-04-09,2020-07-06
2649.0,Wheat/Barley,tasseling,2020-09-26,2020-10-25
2650.0,Teff,flowering,2020-10-05,2020-11-09
2650.0,Teff,harvesting,2020-12-10,2020-12-31
2650.0,Teff,planting,2020-07-23,2020-08-11
2650.0,Teff,prep,2020-04-13,2020-07-22
2650.0,Teff,tasseling,2020-11-04,2020-12-04
2650.0,Wheat,flowering,2020-10-20,2020-11-24
2650.0,Wheat,harvesting,2020-12-20,2020-12-31
2650.0,Wheat,planting,2020-07-30,2020-08-22
2650.0,Wheat,prep,2020-05-18,2020-07-27
2650.0,Wheat,tasseling,2020-11-09,2020-12-19
2652.0,Teff,flowering,2020-09-30,2020-10-30
2652.0,Teff,harvesting,2020-12-28,2020-12-31
2652.0,Teff,planting,2020-07-17,2020-08-06
2652.0,Teff,prep,2020-04-09,2020-07-07
2652.0,Teff,tasseling,2020-11-10,2020-12-24
2652.0,Wheat,flowering,2020-10-15,2020-11-14
2652.0,Wheat,harvesting,2020-12-29,2020-12-31
2652.0,Wheat,planting,2020-07-19,2020-08-19
2652.0,Wheat,prep,2020-04-09,2020-07-07
2652.0,Wheat,tasseling,2020-11-15,2020-12-24
2653.0,Teff,flowering,2020-09-25,2020-10-30
2653.0,Teff,harvesting,2020-12-10,2020-12-31
2653.0,Teff,planting,2020-07-25,2020-08-04
2653.0,Teff,prep,2020-02-10,2020-07-17
2653.0,Teff,tasseling,2020-11-14,2020-12-09
2653.0,Wheat/Barley,flowering,2020-09-25,2020-10-24
2653.0,Wheat/Barley,harvesting,2020-12-09,2020-12-31
2653.0,Wheat/Barley,planting,2020-07-23,2020-08-13
2653.0,Wheat/Barley,prep,2020-05-08,2020-06-22
2653.0,Wheat/Barley,tasseling,2020-11-14,2020-12-08
2654.0,Teff,flowering,2020-09-24,2020-10-23
2654.0,Teff,harvesting,2020-12-09,2020-12-31
2654.0,Teff,planting,2020-02-13,2020-08-03
2654.0,Teff,prep,2020-03-23,2020-06-22
2654.0,Teff,tasseling,2020-11-02,2020-11-28
2654.0,Wheat/Barley,flowering,2020-09-03,2020-10-07
2654.0,Wheat/Barley,harvesting,2020-11-23,2020-12-31
2654.0,Wheat/Barley,planting,2020-07-13,2020-07-30
2654.0,Wheat/Barley,prep,2020-05-07,2020-06-23
2654.0,Wheat/Barley,tasseling,2020-10-28,2020-11-10
2657.0,Teff,flowering,2020-09-20,2020-11-09
2657.0,Teff,harvesting,2020-11-24,2020-12-31
2657.0,Teff,planting,2020-07-22,2020-08-11
2657.0,Teff,prep,2020-05-23,2020-07-17
2657.0,Teff,tasseling,2020-10-05,2020-11-19
2657.0,Wheat,flowering,2020-09-11,2020-11-24
2657.0,Wheat,harvesting,2020-10-30,2020-12-31
2657.0,Wheat,planting,2020-07-17,2020-08-18
2657.0,Wheat,prep,2020-05-23,2020-07-22
2657.0,Wheat,tasseling,2020-09-25,2020-12-19
2658.0,Teff,flowering,2020-09-25,2020-11-04
2658.0,Teff,harvesting,2020-12-10,2020-12-31
2658.0,Teff,planting,2020-07-12,2020-08-11
2658.0,Teff,prep,2020-03-10,2020-07-17
2658.0,Teff,tasseling,2020-11-05,2020-11-15
2658.0,Wheat/Barley,flowering,2020-08-31,2020-11-09
2658.0,Wheat/Barley,harvesting,2020-10-30,2020-12-31
2658.0,Wheat/Barley,planting,2020-07-04,2020-08-11
2658.0,Wheat/Barley,prep,2020-05-09,2020-07-03
2658.0,Wheat/Barley,tasseling,2020-09-30,2020-12-09
2659.0,Sorghum,flowering,2020-08-22,2020-09-25
2659.0,Sorghum,harvesting,2020-12-08,2020-12-31
2659.0,Sorghum,planting,2020-04-09,2020-05-08
2659.0,Sorghum,prep,2020-02-22,2020-04-08
2659.0,Sorghum,tasseling,2020-10-11,2020-11-11
2659.0,Wheat/Barley,flowering,2020-09-06,2020-09-25
2659.0,Wheat/Barley,harvesting,2020-11-19,2020-12-09
2659.0,Wheat/Barley,planting,2020-07-02,2020-07-17
2659.0,Wheat/Barley,prep,2020-03-10,2020-04-08
2659.0,Wheat/Barley,tasseling,2020-10-20,2020-11-09
2661.0,Beans,flowering,2020-08-19,2020-09-25
2661.0,Beans,harvesting,2020-11-10,2020-12-09
2661.0,Beans,planting,2020-06-27,2020-07-12
2661.0,Beans,prep,2020-04-09,2020-06-22
2661.0,Beans,tasseling,2020-09-25,2020-10-25
2661.0,Wheat,flowering,2020-08-22,2020-09-15
2661.0,Wheat,harvesting,2020-12-10,2020-12-31
2661.0,Wheat,planting,2020-07-02,2020-07-17
2661.0,Wheat,prep,2020-04-09,2020-07-06
2661.0,Wheat,tasseling,2020-10-20,2020-11-19
2663.0,Barley,flowering,2020-09-20,2020-10-10
2663.0,Barley,harvesting,2020-11-10,2020-12-09
2663.0,Barley,planting,2020-06-22,2020-07-07
2663.0,Barley,prep,2020-03-10,2020-06-17
2663.0,Barley,tasseling,2020-10-15,2020-11-09
2663.0,Wheat,flowering,2020-10-10,2020-10-30
2663.0,Wheat,harvesting,2020-12-10,2020-12-31
2663.0,Wheat,planting,2020-07-12,2020-08-01
2663.0,Wheat,prep,2020-03-10,2020-06-17
2663.0,Wheat,tasseling,2020-11-09,2020-12-09
2666.0,Wheat/Barley,flowering,2020-09-25,2020-10-10
2666.0,Wheat/Barley,harvesting,2020-12-09,2020-12-29
2666.0,Wheat/Barley,planting,2020-07-13,2020-07-28
2666.0,Wheat/Barley,prep,2020-04-12,2020-06-21
2666.0,Wheat/Barley,tasseling,2020-10-25,2020-11-20
2667.0,Wheat/Barley,flowering,2020-08-19,2020-09-26
2667.0,Wheat/Barley,harvesting,2020-11-25,2020-12-09
2667.0,Wheat/Barley,planting,2020-06-27,2020-07-17
2667.0,Wheat/Barley,prep,2020-04-09,2020-06-22
2667.0,Wheat/Barley,tasseling,2020-10-15,2020-11-24
2667.0,other/non_specified,flowering,2020-08-26,2020-09-11
2667.0,other/non_specified,harvesting,2020-11-24,2020-12-09
2667.0,other/non_specified,planting,2020-06-27,2020-07-07
2667.0,other/non_specified,prep,2020-04-09,2020-06-17
2667.0,other/non_specified,tasseling,2020-10-11,2020-11-09
2669.0,Teff,flowering,2020-10-17,2020-10-17
2669.0,Teff,harvesting,2020-10-17,2020-10-17
2669.0,Teff,planting,2020-10-17,2020-10-17
2669.0,Teff,prep,2020-10-17,2020-10-17
2669.0,Teff,tasseling,2020-10-17,2020-10-17
2669.0,Wheat/Barley,flowering,2020-10-17,2020-10-17
2669.0,Wheat/Barley,harvesting,2020-10-17,2020-12-31
2669.0,Wheat/Barley,planting,2020-10-17,2020-10-17
2669.0,Wheat/Barley,prep,2020-10-17,2020-10-17
2669.0,Wheat/Barley,tasseling,2020-10-17,2020-10-17
2673.0,Teff,flowering,2020-09-25,2020-10-25
2673.0,Teff,harvesting,2020-12-24,2020-12-31
2673.0,Teff,planting,2020-07-22,2020-08-06
2673.0,Teff,prep,2020-04-13,2020-07-17
2673.0,Teff,tasseling,2020-11-09,2020-11-29
2673.0,Wheat,flowering,2020-09-11,2020-09-30
2673.0,Wheat,harvesting,2020-11-29,2020-12-24
2673.0,Wheat,planting,2020-07-17,2020-07-27
2673.0,Wheat,prep,2020-04-09,2020-07-07
2673.0,Wheat,tasseling,2020-10-20,2020-11-09
2676.0,Teff,flowering,2020-09-04,2020-10-15
2676.0,Teff,harvesting,2020-10-24,2020-12-23
2676.0,Teff,planting,2020-07-12,2020-08-02
2676.0,Teff,prep,2020-03-24,2020-07-07
2676.0,Teff,tasseling,2020-09-26,2020-12-09
2676.0,Wheat,flowering,2020-09-04,2020-10-25
2676.0,Wheat,harvesting,2020-10-29,2020-12-31
2676.0,Wheat,planting,2020-07-12,2020-07-23
2676.0,Wheat,prep,2020-03-24,2020-07-07
2676.0,Wheat,tasseling,2020-09-25,2020-11-09
2678.0,Teff,flowering,2020-08-31,2020-09-30
2678.0,Teff,harvesting,2020-12-04,2020-12-31
2678.0,Teff,planting,2020-07-24,2020-08-11
2678.0,Teff,prep,2020-02-22,2020-07-22
2678.0,Teff,tasseling,2020-10-25,2020-11-24
2678.0,Wheat/Barley,flowering,2020-09-05,2020-10-30
2678.0,Wheat/Barley,harvesting,2020-11-24,2020-12-31
2678.0,Wheat/Barley,planting,2020-07-08,2020-07-27
2678.0,Wheat/Barley,prep,2020-04-09,2020-06-22
2678.0,Wheat/Barley,tasseling,2020-11-04,2020-11-19
2679.0,Sorghum,flowering,2020-08-21,2020-09-05
2679.0,Sorghum,harvesting,2020-11-10,2020-12-09
2679.0,Sorghum,planting,2020-04-09,2020-05-08
2679.0,Sorghum,prep,2020-02-08,2020-03-09
2679.0,Sorghum,tasseling,2020-10-10,2020-10-25
2679.0,Teff,flowering,2020-09-15,2020-10-10
2679.0,Teff,harvesting,2020-11-19,2020-12-31
2679.0,Teff,planting,2020-07-12,2020-08-06
2679.0,Teff,prep,2020-02-22,2020-06-22
2679.0,Teff,tasseling,2020-10-25,2020-11-09
2679.0,Wheat/Barley,flowering,2020-09-15,2020-10-10
2679.0,Wheat/Barley,harvesting,2020-11-24,2020-12-24
2679.0,Wheat/Barley,planting,2020-07-12,2020-08-06
2679.0,Wheat/Barley,prep,2020-02-27,2020-06-22
2679.0,Wheat/Barley,tasseling,2020-10-25,2020-11-09
2716.0,Teff,flowering,2020-09-25,2020-10-25
2716.0,Teff,harvesting,2020-11-29,2020-12-29
2716.0,Teff,planting,2020-07-17,2020-07-03
2716.0,Teff,prep,2020-03-10,2020-07-12
2716.0,Teff,tasseling,2020-10-26,2020-11-08
2716.0,Wheat/Barley,flowering,2020-09-11,2020-09-25
2716.0,Wheat/Barley,harvesting,2020-11-10,2020-12-09
2716.0,Wheat/Barley,planting,2020-07-08,2020-07-22
2716.0,Wheat/Barley,prep,2020-03-10,2020-06-22
2716.0,Wheat/Barley,tasseling,2020-10-11,2020-10-25
2717.0,Wheat/Barley,flowering,2020-09-11,2020-10-15
2717.0,Wheat/Barley,harvesting,2020-12-12,2020-12-31
2717.0,Wheat/Barley,planting,2020-07-05,2020-07-30
2717.0,Wheat/Barley,prep,2020-03-11,2020-07-01
2717.0,Wheat/Barley,tasseling,2020-10-16,2020-12-10
2717.0,other/non_specified,flowering,2020-09-11,2020-10-10
2717.0,other/non_specified,harvesting,2020-12-11,2020-12-31
2717.0,other/non_specified,planting,2020-07-05,2020-07-30
2717.0,other/non_specified,prep,2020-03-11,2020-06-25
2717.0,other/non_specified,tasseling,2020-10-11,2020-12-10
2718.0,Wheat/Barley,flowering,2020-09-15,2020-10-10
2718.0,Wheat/Barley,harvesting,2020-12-22,2020-12-31
2718.0,Wheat/Barley,planting,2020-07-08,2020-07-30
2718.0,Wheat/Barley,prep,2020-11-10,2020-07-07
2718.0,Wheat/Barley,tasseling,2020-10-25,2020-12-09
2718.0,other/non_specified,flowering,2020-09-25,2020-10-25
2718.0,other/non_specified,harvesting,2020-12-10,2020-12-31
2718.0,other/non_specified,planting,2020-06-22,2020-07-22
2718.0,other/non_specified,prep,2020-11-10,2020-06-06
2718.0,other/non_specified,tasseling,2020-11-08,2020-12-09
2721.0,Sorghum,flowering,2020-09-05,2020-09-25
2721.0,Sorghum,harvesting,2020-11-29,2020-12-09
2721.0,Sorghum,planting,2020-05-09,2020-05-23
2721.0,Sorghum,prep,2020-02-09,2020-04-23
2721.0,Sorghum,tasseling,2020-10-25,2020-11-09
2721.0,Teff,flowering,2020-09-13,2020-10-10
2721.0,Teff,harvesting,2020-12-10,2020-12-31
2721.0,Teff,planting,2020-07-08,2020-07-28
2721.0,Teff,prep,2020-01-29,2020-06-22
2721.0,Teff,tasseling,2020-10-25,2020-11-24
2721.0,Wheat/Barley,flowering,2020-09-11,2020-10-10
2721.0,Wheat/Barley,harvesting,2020-11-20,2020-12-14
2721.0,Wheat/Barley,planting,2020-07-04,2020-07-22
2721.0,Wheat/Barley,prep,2020-01-10,2020-06-19
2721.0,Wheat/Barley,tasseling,2020-10-25,2020-11-09
2723.0,Wheat/Barley,flowering,2020-09-25,2020-11-10
2723.0,Wheat/Barley,harvesting,2020-12-25,2020-12-31
2723.0,Wheat/Barley,planting,2020-06-08,2020-07-12
2723.0,Wheat/Barley,prep,2020-01-09,2020-06-07
2723.0,Wheat/Barley,tasseling,2020-11-11,2020-12-24
2723.0,other/non_specified,flowering,2020-10-25,2020-12-09
2723.0,other/non_specified,harvesting,2020-12-31,2020-03-09
2723.0,other/non_specified,planting,2020-06-08,2020-06-22
2723.0,other/non_specified,prep,2020-02-08,2020-06-07
2723.0,other/non_specified,tasseling,2020-12-10,2020-12-31
2724.0,Teff,flowering,2020-09-23,2020-11-09
2724.0,Teff,harvesting,2020-12-28,2020-12-31
2724.0,Teff,planting,2020-07-23,2020-08-11
2724.0,Teff,prep,2020-04-10,2020-07-15
2724.0,Teff,tasseling,2020-11-22,2020-12-07
2724.0,Wheat/Barley,flowering,2020-09-10,2020-10-09
2724.0,Wheat/Barley,harvesting,2020-12-09,2020-12-28
2724.0,Wheat/Barley,planting,2020-07-09,2020-07-28
2724.0,Wheat/Barley,prep,2020-03-09,2020-06-23
2724.0,Wheat/Barley,tasseling,2020-10-23,2020-11-22
2725.0,Sorghum,flowering,2020-10-11,2020-10-25
2725.0,Sorghum,harvesting,2020-12-14,2020-12-24
2725.0,Sorghum,planting,2020-06-17,2020-07-17
2725.0,Sorghum,prep,2020-03-10,2020-06-07
2725.0,Sorghum,tasseling,2020-11-09,2020-11-30
2725.0,Teff,flowering,2020-09-11,2020-10-10
2725.0,Teff,harvesting,2020-11-10,2020-12-29
2725.0,Teff,planting,2020-07-17,2020-08-06
2725.0,Teff,prep,2020-03-24,2020-07-12
2725.0,Teff,tasseling,2020-10-15,2020-11-09
2726.0,Sorghum,flowering,2020-10-10,2020-11-09
2726.0,Sorghum,harvesting,2020-12-08,2020-12-24
2726.0,Sorghum,planting,2020-07-02,2020-07-27
2726.0,Sorghum,prep,2020-04-08,2020-07-01
2726.0,Sorghum,tasseling,2020-11-10,2020-11-29
2726.0,Teff,flowering,2020-09-02,2020-10-15
2726.0,Teff,harvesting,2020-10-25,2020-12-31
2726.0,Teff,planting,2020-07-13,2020-08-12
2726.0,Teff,prep,2020-03-20,2020-07-07
2726.0,Teff,tasseling,2020-09-15,2020-11-29
2731.0,Teff,flowering,2020-10-10,2020-11-29
2731.0,Teff,harvesting,2020-12-31,2020-12-31
2731.0,Teff,planting,2020-07-19,2020-08-03
2731.0,Teff,prep,2020-03-10,2020-07-12
2731.0,Teff,tasseling,2020-12-10,2020-12-31
2731.0,Wheat/Barley,flowering,2020-09-23,2020-10-29
2731.0,Wheat/Barley,harvesting,2020-12-10,2020-12-31
2731.0,Wheat/Barley,planting,2020-07-13,2020-07-27
2731.0,Wheat/Barley,prep,2020-04-08,2020-06-23
2731.0,Wheat/Barley,tasseling,2020-11-12,2020-12-08
2732.0,Teff,flowering,2020-10-11,2020-11-09
2732.0,Teff,harvesting,2020-12-29,2020-12-31
2732.0,Teff,planting,2020-07-27,2020-08-06
2732.0,Teff,prep,2020-04-09,2020-07-17
2732.0,Teff,tasseling,2020-11-10,2020-12-09
2732.0,Wheat/Barley,flowering,2020-10-11,2020-11-04
2732.0,Wheat/Barley,harvesting,2020-12-31,2020-12-31
2732.0,Wheat/Barley,planting,2020-07-19,2020-08-01
2732.0,Wheat/Barley,prep,2020-04-09,2020-07-17
2732.0,Wheat/Barley,tasseling,2020-11-09,2020-12-09
2733.0,Teff,flowering,2020-10-01,2020-10-15
2733.0,Teff,harvesting,2020-12-21,2020-12-31
2733.0,Teff,planting,2020-07-19,2020-08-01
2733.0,Teff,prep,2020-04-09,2020-07-07
2733.0,Teff,tasseling,2020-10-25,2020-11-24
2733.0,Wheat/Barley,flowering,2020-09-11,2020-10-10
2733.0,Wheat/Barley,harvesting,2020-12-10,2020-12-23
2733.0,Wheat/Barley,planting,2020-07-05,2020-07-27
2733.0,Wheat/Barley,prep,2020-04-07,2020-07-07
2733.0,Wheat/Barley,tasseling,2020-10-25,2020-12-09
2734.0,Teff,flowering,2020-09-30,2020-11-09
2734.0,Teff,harvesting,2020-12-31,2020-12-31
2734.0,Teff,planting,2020-07-22,2020-08-11
2734.0,Teff,prep,2020-04-09,2020-07-17
2734.0,Teff,tasseling,2020-11-10,2020-12-31
2734.0,Wheat/Barley,flowering,2020-09-30,2020-10-26
2734.0,Wheat/Barley,harvesting,2020-12-08,2020-12-31
2734.0,Wheat/Barley,planting,2020-07-16,2020-07-27
2734.0,Wheat/Barley,prep,2020-04-18,2020-07-06
2734.0,Wheat/Barley,tasseling,2020-10-30,2020-11-29
2735.0,Teff,flowering,2020-09-26,2020-11-09
2735.0,Teff,harvesting,2020-12-31,2020-12-31
2735.0,Teff,planting,2020-07-22,2020-08-11
2735.0,Teff,prep,2020-04-08,2020-07-12
2735.0,Teff,tasseling,2020-12-09,2020-12-24
2735.0,Wheat/Barley,flowering,2020-09-25,2020-10-10
2735.0,Wheat/Barley,harvesting,2020-12-10,2020-12-31
2735.0,Wheat/Barley,planting,2020-07-12,2020-07-22
2735.0,Wheat/Barley,prep,2020-04-09,2020-06-16
2735.0,Wheat/Barley,tasseling,2020-10-25,2020-11-24
2736.0,Teff,flowering,2020-09-25,2020-11-09
2736.0,Teff,harvesting,2020-12-24,2020-12-31
2736.0,Teff,planting,2020-07-22,2020-08-06
2736.0,Teff,prep,2020-04-09,2020-07-07
2736.0,Teff,tasseling,2020-11-10,2020-12-09
2736.0,Wheat/Barley,flowering,2020-09-30,2020-10-10
2736.0,Wheat/Barley,harvesting,2020-11-19,2020-12-24
2736.0,Wheat/Barley,planting,2020-07-15,2020-07-27
2736.0,Wheat/Barley,prep,2020-04-09,2020-07-07
2736.0,Wheat/Barley,tasseling,2020-10-15,2020-10-09
2741.0,Teff,flowering,2020-10-10,2020-11-09
2741.0,Teff,harvesting,2020-12-19,2020-12-31
2741.0,Teff,planting,2020-07-17,2020-08-11
2741.0,Teff,prep,2020-03-10,2020-07-07
2741.0,Teff,tasseling,2020-11-10,2020-11-30
2741.0,Wheat/Barley,flowering,2020-08-31,2020-09-30
2741.0,Wheat/Barley,harvesting,2020-11-10,2020-12-09
2741.0,Wheat/Barley,planting,2020-06-27,2020-07-17
2741.0,Wheat/Barley,prep,2020-03-10,2020-06-22
2741.0,Wheat/Barley,tasseling,2020-10-05,2020-10-30
2836.0,Teff,flowering,2020-09-02,2020-10-10
2836.0,Teff,harvesting,2020-11-10,2020-12-14
2836.0,Teff,planting,2020-07-13,2020-07-26
