,date,province,confirmed
2417,2020-06-10,Incheon,294
2418,2020-06-10,Gwangju,32
2419,2020-06-10,Daejeon,46
2420,2020-06-10,Ulsan,53
2422,2020-06-10,Gyeonggi-do,976
2423,2020-06-10,Gangwon-do,59
2424,2020-06-10,Chungcheongbuk-do,61
2425,2020-06-10,Chungcheongnam-do,150
2426,2020-06-10,Jeollabuk-do,21
2427,2020-06-10,Jeollanam-do,20
2428,2020-06-10,Gyeongsangbuk-do,1383
2429,2020-06-10,Gyeongsangnam-do,127
2430,2020-06-10,Jeju-do,15
2431,2020-06-11,Seoul,1048
2432,2020-06-11,Busan,147
2433,2020-06-11,Daegu,6888
2434,2020-06-11,Incheon,300
2435,2020-06-11,Gwangju,32
2436,2020-06-11,Daejeon,46
2437,2020-06-11,Ulsan,53
2439,2020-06-11,Gyeonggi-do,992
2440,2020-06-11,Gangwon-do,59
2441,2020-06-11,Chungcheongbuk-do,61
2442,2020-06-11,Chungcheongnam-do,150
2443,2020-06-11,Jeollabuk-do,21
2444,2020-06-11,Jeollanam-do,20
2445,2020-06-11,Gyeongsangbuk-do,1383
2446,2020-06-11,Gyeongsangnam-do,127
2447,2020-06-11,Jeju-do,15
2448,2020-06-12,Seoul,1073
2449,2020-06-12,Busan,147
2450,2020-06-12,Daegu,6889
2451,2020-06-12,Incheon,301
2452,2020-06-12,Gwangju,32
2453,2020-06-12,Daejeon,46
2454,2020-06-12,Ulsan,53
2456,2020-06-12,Gyeonggi-do,1011
2457,2020-06-12,Gangwon-do,59
2458,2020-06-12,Chungcheongbuk-do,61
2459,2020-06-12,Chungcheongnam-do,150
2460,2020-06-12,Jeollabuk-do,21
2461,2020-06-12,Jeollanam-do,20
2462,2020-06-12,Gyeongsangbuk-do,1383
2463,2020-06-12,Gyeongsangnam-do,127
2464,2020-06-12,Jeju-do,15
2465,2020-06-13,Seoul,1101
2466,2020-06-13,Busan,147
2467,2020-06-13,Daegu,6892
2468,2020-06-13,Incheon,302
2469,2020-06-13,Gwangju,32
2470,2020-06-13,Daejeon,46
2471,2020-06-13,Ulsan,53
2473,2020-06-13,Gyeonggi-do,1025
2474,2020-06-13,Gangwon-do,59
2475,2020-06-13,Chungcheongbuk-do,61
2476,2020-06-13,Chungcheongnam-do,151
2477,2020-06-13,Jeollabuk-do,21
2478,2020-06-13,Jeollanam-do,20
2479,2020-06-13,Gyeongsangbuk-do,1383
2480,2020-06-13,Gyeongsangnam-do,127
2481,2020-06-13,Jeju-do,15
2482,2020-06-14,Seoul,1113
2483,2020-06-14,Busan,147
2484,2020-06-14,Daegu,6894
2485,2020-06-14,Incheon,310
2486,2020-06-14,Gwangju,32
2487,2020-06-14,Daejeon,46
2488,2020-06-14,Ulsan,53
2490,2020-06-14,Gyeonggi-do,1035
2491,2020-06-14,Gangwon-do,60
2492,2020-06-14,Chungcheongbuk-do,61
2493,2020-06-14,Chungcheongnam-do,151
2494,2020-06-14,Jeollabuk-do,21
2495,2020-06-14,Jeollanam-do,20
2496,2020-06-14,Gyeongsangbuk-do,1383
2497,2020-06-14,Gyeongsangnam-do,127
2498,2020-06-14,Jeju-do,15
2499,2020-06-15,Seoul,1120
2500,2020-06-15,Busan,147
2501,2020-06-15,Daegu,6894
2502,2020-06-15,Incheon,318
2503,2020-06-15,Gwangju,32
2504,2020-06-15,Daejeon,46
2505,2020-06-15,Ulsan,53
2507,2020-06-15,Gyeonggi-do,1045
2508,2020-06-15,Gangwon-do,60
2509,2020-06-15,Chungcheongbuk-do,61
2510,2020-06-15,Chungcheongnam-do,152
2511,2020-06-15,Jeollabuk-do,21
2512,2020-06-15,Jeollanam-do,20
2513,2020-06-15,Gyeongsangbuk-do,1383
2514,2020-06-15,Gyeongsangnam-do,130
2515,2020-06-15,Jeju-do,15
2516,2020-06-16,Seoul,1132
2517,2020-06-16,Busan,148
2518,2020-06-16,Daegu,6894
2519,2020-06-16,Incheon,320
2520,2020-06-16,Gwangju,32
2521,2020-06-16,Daejeon,49
2522,2020-06-16,Ulsan,53
2524,2020-06-16,Gyeonggi-do,1050
2525,2020-06-16,Gangwon-do,60
2526,2020-06-16,Chungcheongbuk-do,61
2527,2020-06-16,Chungcheongnam-do,152
2528,2020-06-16,Jeollabuk-do,21
2529,2020-06-16,Jeollanam-do,20
2530,2020-06-16,Gyeongsangbuk-do,1383
2531,2020-06-16,Gyeongsangnam-do,132
2532,2020-06-16,Jeju-do,15
2533,2020-06-17,Seoul,1145
2534,2020-06-17,Busan,148
2535,2020-06-17,Daegu,6895
2536,2020-06-17,Incheon,322
2537,2020-06-17,Gwangju,32
2538,2020-06-17,Daejeon,54
2539,2020-06-17,Ulsan,53
2541,2020-06-17,Gyeonggi-do,1063
2542,2020-06-17,Gangwon-do,60
2543,2020-06-17,Chungcheongbuk-do,61
2544,2020-06-17,Chungcheongnam-do,153
2545,2020-06-17,Jeollabuk-do,21
2546,2020-06-17,Jeollanam-do,20
2547,2020-06-17,Gyeongsangbuk-do,1383
2548,2020-06-17,Gyeongsangnam-do,132
2549,2020-06-17,Jeju-do,16
2550,2020-06-18,Seoul,1170
2551,2020-06-18,Busan,148
2552,2020-06-18,Daegu,6896
2553,2020-06-18,Incheon,323
2554,2020-06-18,Gwangju,32
2555,2020-06-18,Daejeon,61
2556,2020-06-18,Ulsan,53
2558,2020-06-18,Gyeonggi-do,1079
2559,2020-06-18,Gangwon-do,60
2560,2020-06-18,Chungcheongbuk-do,61
2561,2020-06-18,Chungcheongnam-do,156
2562,2020-06-18,Jeollabuk-do,22
2563,2020-06-18,Jeollanam-do,20
2564,2020-06-18,Gyeongsangbuk-do,1383
2565,2020-06-18,Gyeongsangnam-do,132
2566,2020-06-18,Jeju-do,16
2567,2020-06-19,Seoul,1188
2568,2020-06-19,Busan,148
2569,2020-06-19,Daegu,6896
2570,2020-06-19,Incheon,323
2571,2020-06-19,Gwangju,32
2572,2020-06-19,Daejeon,67
2573,2020-06-19,Ulsan,53
2575,2020-06-19,Gyeonggi-do,1090
2576,2020-06-19,Gangwon-do,60
2577,2020-06-19,Chungcheongbuk-do,61
2578,2020-06-19,Chungcheongnam-do,156
2579,2020-06-19,Jeollabuk-do,22
2580,2020-06-19,Jeollanam-do,20
2581,2020-06-19,Gyeongsangbuk-do,1383
2582,2020-06-19,Gyeongsangnam-do,132
2583,2020-06-19,Jeju-do,19
2584,2020-06-20,Seoul,1202
2585,2020-06-20,Busan,150
2586,2020-06-20,Daegu,6898
2587,2020-06-20,Incheon,328
2588,2020-06-20,Gwangju,32
2589,2020-06-20,Daejeon,72
2590,2020-06-20,Ulsan,53
2592,2020-06-20,Gyeonggi-do,1107
2593,2020-06-20,Gangwon-do,60
2594,2020-06-20,Chungcheongbuk-do,61
2595,2020-06-20,Chungcheongnam-do,158
2596,2020-06-20,Jeollabuk-do,23
2597,2020-06-20,Jeollanam-do,20
2598,2020-06-20,Gyeongsangbuk-do,1384
2599,2020-06-20,Gyeongsangnam-do,132
2600,2020-06-20,Jeju-do,19
2601,2020-06-21,Seoul,1219
2602,2020-06-21,Busan,150
2603,2020-06-21,Daegu,6899
2604,2020-06-21,Incheon,328
2605,2020-06-21,Gwangju,33
2606,2020-06-21,Daejeon,82
2607,2020-06-21,Ulsan,53
2609,2020-06-21,Gyeonggi-do,1117
2610,2020-06-21,Gangwon-do,62
2611,2020-06-21,Chungcheongbuk-do,61
2612,2020-06-21,Chungcheongnam-do,159
2613,2020-06-21,Jeollabuk-do,23
2614,2020-06-21,Jeollanam-do,20
2615,2020-06-21,Gyeongsangbuk-do,1384
2616,2020-06-21,Gyeongsangnam-do,133
2617,2020-06-21,Jeju-do,19
2618,2020-06-22,Seoul,1224
2619,2020-06-22,Busan,150
2620,2020-06-22,Daegu,6900
2621,2020-06-22,Incheon,329
2622,2020-06-22,Gwangju,33
2623,2020-06-22,Daejeon,82
2624,2020-06-22,Ulsan,53
2626,2020-06-22,Gyeonggi-do,1123
2627,2020-06-22,Gangwon-do,62
2628,2020-06-22,Chungcheongbuk-do,61
2629,2020-06-22,Chungcheongnam-do,161
2630,2020-06-22,Jeollabuk-do,24
2631,2020-06-22,Jeollanam-do,20
2632,2020-06-22,Gyeongsangbuk-do,1385
2633,2020-06-22,Gyeongsangnam-do,133
2634,2020-06-22,Jeju-do,19
2635,2020-06-23,Seoul,1230
2636,2020-06-23,Busan,150
2637,2020-06-23,Daegu,6901
2638,2020-06-23,Incheon,330
2639,2020-06-23,Gwangju,33
2640,2020-06-23,Daejeon,86
2641,2020-06-23,Ulsan,53
2643,2020-06-23,Gyeonggi-do,1130
2644,2020-06-23,Gangwon-do,62
2645,2020-06-23,Chungcheongbuk-do,62
2646,2020-06-23,Chungcheongnam-do,161
2647,2020-06-23,Jeollabuk-do,24
2648,2020-06-23,Jeollanam-do,20
2649,2020-06-23,Gyeongsangbuk-do,1385
2650,2020-06-23,Gyeongsangnam-do,133
2651,2020-06-23,Jeju-do,19
2652,2020-06-24,Seoul,1241
2653,2020-06-24,Busan,152
2654,2020-06-24,Daegu,6903
2655,2020-06-24,Incheon,333
2656,2020-06-24,Gwangju,33
2657,2020-06-24,Daejeon,94
2658,2020-06-24,Ulsan,55
2660,2020-06-24,Gyeonggi-do,1137
2661,2020-06-24,Gangwon-do,63
2662,2020-06-24,Chungcheongbuk-do,62
2663,2020-06-24,Chungcheongnam-do,162
2664,2020-06-24,Jeollabuk-do,25
2665,2020-06-24,Jeollanam-do,20
2666,2020-06-24,Gyeongsangbuk-do,1386
2667,2020-06-24,Gyeongsangnam-do,133
2668,2020-06-24,Jeju-do,19
2669,2020-06-25,Seoul,1250
2670,2020-06-25,Busan,152
2671,2020-06-25,Daegu,6903
2672,2020-06-25,Incheon,334
2673,2020-06-25,Gwangju,33
2674,2020-06-25,Daejeon,98
2675,2020-06-25,Ulsan,55
2677,2020-06-25,Gyeonggi-do,1146
2678,2020-06-25,Gangwon-do,63
2679,2020-06-25,Chungcheongbuk-do,62
2680,2020-06-25,Chungcheongnam-do,163
2681,2020-06-25,Jeollabuk-do,25
2682,2020-06-25,Jeollanam-do,20
2683,2020-06-25,Gyeongsangbuk-do,1386
2684,2020-06-25,Gyeongsangnam-do,133
2685,2020-06-25,Jeju-do,19
2686,2020-06-26,Seoul,1267
2687,2020-06-26,Busan,152
2688,2020-06-26,Daegu,6903
2689,2020-06-26,Incheon,336
2690,2020-06-26,Gwangju,33
2691,2020-06-26,Daejeon,102
2692,2020-06-26,Ulsan,55
2694,2020-06-26,Gyeonggi-do,1150
2695,2020-06-26,Gangwon-do,64
2696,2020-06-26,Chungcheongbuk-do,62
2697,2020-06-26,Chungcheongnam-do,166
2698,2020-06-26,Jeollabuk-do,25
2699,2020-06-26,Jeollanam-do,20
2700,2020-06-26,Gyeongsangbuk-do,1387
2701,2020-06-26,Gyeongsangnam-do,133
2702,2020-06-26,Jeju-do,19
2703,2020-06-27,Seoul,1284
2704,2020-06-27,Busan,152
2705,2020-06-27,Daegu,6904
2706,2020-06-27,Incheon,337
2707,2020-06-27,Gwangju,33
2708,2020-06-27,Daejeon,104
2709,2020-06-27,Ulsan,55
2711,2020-06-27,Gyeonggi-do,1167
2712,2020-06-27,Gangwon-do,64
2713,2020-06-27,Chungcheongbuk-do,63
2714,2020-06-27,Chungcheongnam-do,166
2715,2020-06-27,Jeollabuk-do,26
2716,2020-06-27,Jeollanam-do,20
2717,2020-06-27,Gyeongsangbuk-do,1387
2718,2020-06-27,Gyeongsangnam-do,133
2719,2020-06-27,Jeju-do,19
2720,2020-06-28,Seoul,1298
2721,2020-06-28,Busan,152
2722,2020-06-28,Daegu,6904
2723,2020-06-28,Incheon,337
2724,2020-06-28,Gwangju,37
2725,2020-06-28,Daejeon,110
2726,2020-06-28,Ulsan,55
2728,2020-06-28,Gyeonggi-do,1184
2729,2020-06-28,Gangwon-do,64
2730,2020-06-28,Chungcheongbuk-do,64
2731,2020-06-28,Chungcheongnam-do,167
2732,2020-06-28,Jeollabuk-do,26
2733,2020-06-28,Jeollanam-do,23
2734,2020-06-28,Gyeongsangbuk-do,1387
2735,2020-06-28,Gyeongsangnam-do,133
2736,2020-06-28,Jeju-do,19
2737,2020-06-29,Seoul,1305
2738,2020-06-29,Busan,153
2739,2020-06-29,Daegu,6906
2740,2020-06-29,Incheon,338
2741,2020-06-29,Gwangju,41
2742,2020-06-29,Daejeon,112
2743,2020-06-29,Ulsan,55
2745,2020-06-29,Gyeonggi-do,1200
2746,2020-06-29,Gangwon-do,64
2747,2020-06-29,Chungcheongbuk-do,64
2748,2020-06-29,Chungcheongnam-do,167
2749,2020-06-29,Jeollabuk-do,27
2750,2020-06-29,Jeollanam-do,24
2751,2020-06-29,Gyeongsangbuk-do,1388
2752,2020-06-29,Gyeongsangnam-do,134
2753,2020-06-29,Jeju-do,19
